# Config,Run,Time(s),Status,CircuitTime,HandshakeCount
baseline,1,62.137316848,SUCCESS,,0
0
baseline,2,61.230704855,SUCCESS,,0
0
baseline,3,59.784250339,SUCCESS,,0
0
baseline,4,58.488687701,SUCCESS,,0
0
baseline,5,61.998635279,SUCCESS,,0
0
baseline,6,61.237815115,SUCCESS,,0
0
baseline,7,61.682541086,SUCCESS,,0
0
baseline,8,62.929417933,SUCCESS,,0
0
baseline,9,58.963049513,SUCCESS,,0
0
baseline,10,59.742766758,SUCCESS,,0
0
leo,1,61.839152405,SUCCESS,,0
0
leo,2,60.975309166,SUCCESS,,0
0
leo,3,90.000000000,TIMEOUT,,0
0
leo,4,62.848665787,SUCCESS,,0
0
leo,5,62.654802308,SUCCESS,,0
0
leo,6,63.138058538,SUCCESS,,0
0
leo,7,59.993074208,SUCCESS,,0
0
leo,8,90.000000000,TIMEOUT,,0
0
leo,9,59.590651038,SUCCESS,,0
0
leo,10,61.367893679,SUCCESS,,0
0
meo,1,90.000000000,TIMEOUT,,0
0
meo,2,66.593756154,SUCCESS,,0
0
meo,3,66.386100222,SUCCESS,,0
0
meo,4,67.318413791,SUCCESS,,0
0
meo,5,67.029885102,SUCCESS,,0
0
meo,6,66.053014535,SUCCESS,,0
0
meo,7,65.962628906,SUCCESS,,0
0
meo,8,66.429884429,SUCCESS,,0
0
meo,9,69.015754222,SUCCESS,,0
0
meo,10,67.448473515,SUCCESS,,0
0
geo,1,83.074257913,SUCCESS,,0
0
geo,2,83.095294494,SUCCESS,,0
0
geo,3,75.979951412,SUCCESS,,0
0
geo,4,90.000000000,TIMEOUT,,0
0
geo,5,90.000000000,TIMEOUT,,0
0
geo,6,90.000000000,TIMEOUT,,0
0
geo,7,80.411952174,SUCCESS,,0
0
geo,8,77.236242205,SUCCESS,,0
0
geo,9,85.000000000,SUCCESS,,0
0
geo,10,73.060549735,SUCCESS,,0
0
